,controller_name,episode,reward_mean,reward_sum,query_cost_mean,query_cost_sum,query_cost_weight,accuracy_cost_mean,accuracy_cost_sum,accuracy_weight,cloud_query_budget_frac
0,pure_oracle,246,-0.5523809523809524,-58.0,0.5523809523809524,58.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,762,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,252,-0.8952380952380953,-94.0,0.8952380952380953,94.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,768,-0.5825242718446602,-60.0,0.5825242718446602,60.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,258,-0.5523809523809524,-58.0,0.5523809523809524,58.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,774,-0.7788461538461539,-81.0,0.7788461538461539,81.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,264,-0.5142857142857142,-54.0,0.5142857142857142,54.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,780,-0.7047619047619048,-74.0,0.7047619047619048,74.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,270,-0.3619047619047619,-38.0,0.3619047619047619,38.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,786,-0.5865384615384616,-61.0,0.5865384615384616,61.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,276,-0.6285714285714286,-66.0,0.6285714285714286,66.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,792,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,282,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,798,-0.5784313725490197,-59.0,0.5784313725490197,59.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,288,-0.5825242718446602,-60.0,0.5825242718446602,60.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,804,-0.5825242718446602,-60.0,0.5825242718446602,60.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,294,-0.7788461538461539,-81.0,0.7788461538461539,81.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,810,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,300,-0.7047619047619048,-74.0,0.7047619047619048,74.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,816,-0.5904761904761905,-62.0,0.5904761904761905,62.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,306,-0.5865384615384616,-61.0,0.5865384615384616,61.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,822,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,312,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,828,-0.8571428571428571,-90.0,0.8571428571428571,90.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,318,-0.5784313725490197,-59.0,0.5784313725490197,59.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,834,-0.5346534653465347,-54.0,0.5346534653465347,54.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,324,-0.5825242718446602,-60.0,0.5825242718446602,60.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,840,-0.625,-65.0,0.625,65.0,1.0,0.0,0.0,10.0,0.95
0,pure_oracle,330,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,336,-0.5904761904761905,-62.0,0.5904761904761905,62.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,342,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,348,-0.8571428571428571,-90.0,0.8571428571428571,90.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,354,-0.5346534653465347,-54.0,0.5346534653465347,54.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,360,-0.625,-65.0,0.625,65.0,1.0,0.0,0.0,10.0,0.3
0,pure_oracle,366,-0.5523809523809524,-58.0,0.5523809523809524,58.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,372,-0.8952380952380953,-94.0,0.8952380952380953,94.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,378,-0.5523809523809524,-58.0,0.5523809523809524,58.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,384,-0.5142857142857142,-54.0,0.5142857142857142,54.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,390,-0.3619047619047619,-38.0,0.3619047619047619,38.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,396,-0.6285714285714286,-66.0,0.6285714285714286,66.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,402,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,408,-0.5825242718446602,-60.0,0.5825242718446602,60.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,414,-0.7788461538461539,-81.0,0.7788461538461539,81.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,420,-0.7047619047619048,-74.0,0.7047619047619048,74.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,426,-0.5865384615384616,-61.0,0.5865384615384616,61.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,432,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,438,-0.5784313725490197,-59.0,0.5784313725490197,59.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,444,-0.5825242718446602,-60.0,0.5825242718446602,60.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,450,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,456,-0.5904761904761905,-62.0,0.5904761904761905,62.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,462,-0.780952380952381,-82.0,0.780952380952381,82.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,468,-0.8571428571428571,-90.0,0.8571428571428571,90.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,474,-0.5346534653465347,-54.0,0.5346534653465347,54.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,480,-0.625,-65.0,0.625,65.0,1.0,0.0,0.0,10.0,0.45
0,pure_oracle,486,-0.5523809523809524,-58.0,0.5523809523809524,58.0,1.0,0.0,0.0,10.0,0.8
0,pure_oracle,492,-0.8952380952380953,-94.0,0.8952380952380953,94.0,1.0,0.0,0.0,10.0,0.8
0,pure_oracle,498,-0.5523809523809524,-58.0,0.5523809523809524,58.0,1.0,0.0,0.0,10.0,0.8
0,pure_oracle,504,-0.5142857142857142,-54.0,0.5142857142857142,54.0,1.0,0.0,0.0,10.0,0.8
0,pure_oracle,510,-0.3619047619047619,-38.0,0.3619047619047619,38.0,1.0,0.0,0.0,10.0,0.8
0,random,513,-3.303703703703704,-446.0,1.3037037037037038,176.0,1.0,0.2,27.0,10.0,0.8
0,random,3,-4.279661016949152,-505.0,0.4661016949152542,55.0,1.0,0.3813559322033898,45.0,10.0,0.05
0,random,519,-3.5037593984962405,-466.0,1.2481203007518797,166.0,1.0,0.22556390977443608,30.0,10.0,0.8
0,random,9,-5.5966386554621845,-666.0,0.47058823529411764,56.0,1.0,0.5126050420168067,61.0,10.0,0.05
0,random,525,-3.221311475409836,-393.0,1.0081967213114753,123.0,1.0,0.22131147540983606,27.0,10.0,0.8
0,random,15,-4.051282051282051,-474.0,0.46153846153846156,54.0,1.0,0.358974358974359,42.0,10.0,0.05
0,random,531,-3.9844961240310077,-514.0,1.193798449612403,154.0,1.0,0.27906976744186046,36.0,10.0,0.8
0,random,21,-4.051282051282051,-474.0,0.46153846153846156,54.0,1.0,0.358974358974359,42.0,10.0,0.05
0,random,537,-3.5258620689655173,-409.0,1.1120689655172413,129.0,1.0,0.2413793103448276,28.0,10.0,0.8
0,random,27,-3.1478260869565218,-362.0,0.45217391304347826,52.0,1.0,0.26956521739130435,31.0,10.0,0.05
0,random,543,-3.6311475409836067,-443.0,1.0081967213114753,123.0,1.0,0.26229508196721313,32.0,10.0,0.8
0,random,33,-4.02542372881356,-475.0,0.4661016949152542,55.0,1.0,0.3559322033898305,42.0,10.0,0.05
0,random,549,-3.616,-452.0,1.136,142.0,1.0,0.248,31.0,10.0,0.8
0,random,39,-5.0423728813559325,-595.0,0.4661016949152542,55.0,1.0,0.4576271186440678,54.0,10.0,0.05
0,random,555,-3.5130434782608697,-404.0,0.9043478260869565,104.0,1.0,0.2608695652173913,30.0,10.0,0.8
0,random,45,-4.364406779661017,-515.0,0.4661016949152542,55.0,1.0,0.3898305084745763,46.0,10.0,0.05
0,random,561,-3.051470588235294,-415.0,1.3602941176470589,185.0,1.0,0.16911764705882354,23.0,10.0,0.8
0,random,51,-3.4344262295081966,-419.0,0.48360655737704916,59.0,1.0,0.29508196721311475,36.0,10.0,0.05
0,random,567,-3.389705882352941,-461.0,1.1838235294117647,161.0,1.0,0.22058823529411764,30.0,10.0,0.8
0,random,57,-4.071428571428571,-513.0,0.5,63.0,1.0,0.35714285714285715,45.0,10.0,0.05
0,random,573,-3.4488188976377954,-438.0,1.3228346456692914,168.0,1.0,0.2125984251968504,27.0,10.0,0.8
0,random,63,-3.574803149606299,-454.0,0.5039370078740157,64.0,1.0,0.30708661417322836,39.0,10.0,0.05
0,random,579,-3.7251908396946565,-488.0,1.282442748091603,168.0,1.0,0.24427480916030533,32.0,10.0,0.8
0,random,69,-4.939655172413793,-573.0,0.45689655172413796,53.0,1.0,0.4482758620689655,52.0,10.0,0.05
0,random,585,-3.659090909090909,-483.0,1.3106060606060606,173.0,1.0,0.23484848484848486,31.0,10.0,0.8
0,random,75,-4.391666666666667,-527.0,0.475,57.0,1.0,0.39166666666666666,47.0,10.0,0.05
0,random,591,-3.3333333333333335,-450.0,1.3333333333333333,180.0,1.0,0.2,27.0,10.0,0.8
0,random,81,-4.558333333333334,-547.0,0.475,57.0,1.0,0.4083333333333333,49.0,10.0,0.05
0,random,597,-3.2426470588235294,-441.0,1.3308823529411764,181.0,1.0,0.19117647058823528,26.0,10.0,0.8
0,random,87,-4.725,-567.0,0.475,57.0,1.0,0.425,51.0,10.0,0.05
0,random,603,-3.6198347107438016,-438.0,0.9752066115702479,118.0,1.0,0.2644628099173554,32.0,10.0,0.9
0,random,93,-3.5153846153846153,-457.0,0.5153846153846153,67.0,1.0,0.3,39.0,10.0,0.05
0,random,609,-5.141666666666667,-617.0,1.1416666666666666,137.0,1.0,0.4,48.0,10.0,0.9
0,random,99,-3.8677685950413223,-468.0,0.4793388429752066,58.0,1.0,0.33884297520661155,41.0,10.0,0.05
0,random,615,-3.139705882352941,-427.0,1.3014705882352942,177.0,1.0,0.18382352941176472,25.0,10.0,0.9
0,random,105,-4.23015873015873,-533.0,0.5,63.0,1.0,0.373015873015873,47.0,10.0,0.05
0,random,621,-3.8294573643410854,-494.0,1.193798449612403,154.0,1.0,0.26356589147286824,34.0,10.0,0.9
0,random,111,-4.017391304347826,-462.0,0.45217391304347826,52.0,1.0,0.3565217391304348,41.0,10.0,0.05
0,random,627,-3.1083333333333334,-373.0,1.1083333333333334,133.0,1.0,0.2,24.0,10.0,0.9
0,random,117,-4.528925619834711,-548.0,0.4793388429752066,58.0,1.0,0.4049586776859504,49.0,10.0,0.05
0,random,633,-3.6484375,-467.0,1.2265625,157.0,1.0,0.2421875,31.0,10.0,0.9
0,random,123,-3.825,-459.0,0.7416666666666667,89.0,1.0,0.30833333333333335,37.0,10.0,0.15
0,random,639,-4.455284552845528,-548.0,1.0406504065040652,128.0,1.0,0.34146341463414637,42.0,10.0,0.9
0,random,129,-4.408333333333333,-529.0,0.7416666666666667,89.0,1.0,0.36666666666666664,44.0,10.0,0.15
0,random,645,-3.120967741935484,-387.0,1.2661290322580645,157.0,1.0,0.18548387096774194,23.0,10.0,0.9
0,random,135,-4.270491803278689,-521.0,0.7459016393442623,91.0,1.0,0.3524590163934426,43.0,10.0,0.15
0,random,651,-3.8512396694214877,-466.0,1.2066115702479339,146.0,1.0,0.2644628099173554,32.0,10.0,0.9
0,random,141,-3.312,-414.0,0.752,94.0,1.0,0.256,32.0,10.0,0.15
0,random,657,-3.5267175572519083,-462.0,1.1603053435114503,152.0,1.0,0.2366412213740458,31.0,10.0,0.9
0,random,147,-2.9274193548387095,-363.0,0.75,93.0,1.0,0.21774193548387097,27.0,10.0,0.15
0,random,663,-4.0703125,-521.0,1.1015625,141.0,1.0,0.296875,38.0,10.0,0.9
0,random,153,-4.774774774774775,-530.0,0.7207207207207207,80.0,1.0,0.40540540540540543,45.0,10.0,0.15
0,random,669,-4.285714285714286,-570.0,1.1278195488721805,150.0,1.0,0.3157894736842105,42.0,10.0,0.9
0,random,159,-4.666666666666667,-546.0,0.7350427350427351,86.0,1.0,0.39316239316239315,46.0,10.0,0.15
0,random,675,-3.9307692307692306,-511.0,1.1615384615384616,151.0,1.0,0.27692307692307694,36.0,10.0,0.9
0,random,165,-3.982905982905983,-466.0,0.7350427350427351,86.0,1.0,0.3247863247863248,38.0,10.0,0.15
0,random,681,-3.443609022556391,-458.0,1.1879699248120301,158.0,1.0,0.22556390977443608,30.0,10.0,0.9
0,random,171,-4.672,-584.0,0.752,94.0,1.0,0.392,49.0,10.0,0.15
0,random,687,-4.549180327868853,-555.0,0.9426229508196722,115.0,1.0,0.36065573770491804,44.0,10.0,0.9
0,random,177,-3.748031496062992,-476.0,0.7559055118110236,96.0,1.0,0.2992125984251969,38.0,10.0,0.15
0,random,693,-3.223021582733813,-448.0,1.3525179856115108,188.0,1.0,0.18705035971223022,26.0,10.0,0.9
0,random,183,-3.392,-424.0,0.752,94.0,1.0,0.264,33.0,10.0,0.15
0,random,699,-3.089430894308943,-380.0,1.1382113821138211,140.0,1.0,0.1951219512195122,24.0,10.0,0.9
0,random,189,-4.0458015267175576,-530.0,0.7633587786259542,100.0,1.0,0.3282442748091603,43.0,10.0,0.15
0,random,705,-4.598290598290598,-538.0,1.0085470085470085,118.0,1.0,0.358974358974359,42.0,10.0,0.9
0,random,195,-3.748031496062992,-476.0,0.7559055118110236,96.0,1.0,0.2992125984251969,38.0,10.0,0.15
0,random,711,-3.5327868852459017,-431.0,1.0737704918032787,131.0,1.0,0.2459016393442623,30.0,10.0,0.9
0,random,201,-4.032,-504.0,0.752,94.0,1.0,0.328,41.0,10.0,0.15
0,random,717,-3.050724637681159,-421.0,1.2391304347826086,171.0,1.0,0.18115942028985507,25.0,10.0,0.9
0,random,207,-4.3515625,-557.0,0.7578125,97.0,1.0,0.359375,46.0,10.0,0.15
0,random,723,-3.5555555555555554,-480.0,1.1851851851851851,160.0,1.0,0.23703703703703705,32.0,10.0,0.95
0,random,213,-3.2605042016806722,-388.0,0.7394957983193278,88.0,1.0,0.25210084033613445,30.0,10.0,0.15
0,random,729,-3.3282442748091605,-436.0,1.1908396946564885,156.0,1.0,0.21374045801526717,28.0,10.0,0.95
0,random,219,-3.6186440677966103,-427.0,0.7372881355932204,87.0,1.0,0.288135593220339,34.0,10.0,0.15
0,random,735,-3.108695652173913,-429.0,1.2971014492753623,179.0,1.0,0.18115942028985507,25.0,10.0,0.95
0,random,225,-5.114035087719298,-583.0,0.7280701754385965,83.0,1.0,0.43859649122807015,50.0,10.0,0.15
0,random,741,-3.782258064516129,-469.0,1.0403225806451613,129.0,1.0,0.27419354838709675,34.0,10.0,0.95
0,random,231,-3.411290322580645,-423.0,0.75,93.0,1.0,0.2661290322580645,33.0,10.0,0.15
0,random,747,-2.549618320610687,-334.0,1.099236641221374,144.0,1.0,0.1450381679389313,19.0,10.0,0.95
0,random,237,-3.5725806451612905,-443.0,0.75,93.0,1.0,0.28225806451612906,35.0,10.0,0.15
0,random,753,-3.007575757575758,-397.0,1.1893939393939394,157.0,1.0,0.18181818181818182,24.0,10.0,0.95
0,random,243,-2.843283582089552,-381.0,1.126865671641791,151.0,1.0,0.17164179104477612,23.0,10.0,0.3
0,random,759,-3.574626865671642,-479.0,1.335820895522388,179.0,1.0,0.22388059701492538,30.0,10.0,0.95
0,random,249,-3.7890625,-485.0,1.1328125,145.0,1.0,0.265625,34.0,10.0,0.3
0,random,765,-3.2803030303030303,-433.0,1.3106060606060606,173.0,1.0,0.19696969696969696,26.0,10.0,0.95
0,random,255,-3.475806451612903,-431.0,1.1370967741935485,141.0,1.0,0.23387096774193547,29.0,10.0,0.3
0,random,771,-4.064,-508.0,1.104,138.0,1.0,0.296,37.0,10.0,0.95
0,random,261,-3.5634920634920637,-449.0,1.1031746031746033,139.0,1.0,0.24603174603174602,31.0,10.0,0.3
0,random,777,-3.816793893129771,-500.0,1.2213740458015268,160.0,1.0,0.2595419847328244,34.0,10.0,0.95
0,random,267,-2.8661417322834644,-364.0,1.1338582677165354,144.0,1.0,0.1732283464566929,22.0,10.0,0.3
0,random,783,-3.4642857142857144,-485.0,1.4642857142857142,205.0,1.0,0.2,28.0,10.0,0.95
0,random,273,-3.37984496124031,-436.0,1.1317829457364341,146.0,1.0,0.2248062015503876,29.0,10.0,0.3
0,random,789,-3.145038167938931,-412.0,1.1603053435114503,152.0,1.0,0.1984732824427481,26.0,10.0,0.95
0,random,279,-3.524193548387097,-437.0,1.1048387096774193,137.0,1.0,0.24193548387096775,30.0,10.0,0.3
0,random,795,-3.1693548387096775,-393.0,1.0725806451612903,133.0,1.0,0.20967741935483872,26.0,10.0,0.95
0,random,285,-2.802919708029197,-384.0,1.1240875912408759,154.0,1.0,0.1678832116788321,23.0,10.0,0.3
0,random,801,-3.355371900826446,-406.0,0.8760330578512396,106.0,1.0,0.24793388429752067,30.0,10.0,0.95
0,random,291,-3.628787878787879,-479.0,1.128787878787879,149.0,1.0,0.25,33.0,10.0,0.3
0,random,807,-4.314516129032258,-535.0,1.1693548387096775,145.0,1.0,0.31451612903225806,39.0,10.0,0.95
0,random,297,-3.2330827067669174,-430.0,1.1278195488721805,150.0,1.0,0.21052631578947367,28.0,10.0,0.3
0,random,813,-3.3388429752066116,-404.0,1.1074380165289257,134.0,1.0,0.2231404958677686,27.0,10.0,0.95
0,random,303,-4.104347826086957,-472.0,0.8,92.0,1.0,0.33043478260869563,38.0,10.0,0.3
0,random,819,-4.231404958677686,-512.0,1.0082644628099173,122.0,1.0,0.32231404958677684,39.0,10.0,0.95
0,random,309,-4.846774193548387,-601.0,1.1370967741935485,141.0,1.0,0.3709677419354839,46.0,10.0,0.3
0,random,825,-3.968,-496.0,1.008,126.0,1.0,0.296,37.0,10.0,0.95
0,random,315,-2.7686567164179103,-371.0,1.126865671641791,151.0,1.0,0.16417910447761194,22.0,10.0,0.3
0,random,831,-3.153284671532847,-432.0,1.1824817518248176,162.0,1.0,0.19708029197080293,27.0,10.0,0.95
0,random,321,-3.5546875,-455.0,1.1328125,145.0,1.0,0.2421875,31.0,10.0,0.3
0,random,837,-3.0254237288135593,-357.0,0.9067796610169492,107.0,1.0,0.211864406779661,25.0,10.0,0.95
0,random,327,-3.7674418604651163,-486.0,1.1317829457364341,146.0,1.0,0.26356589147286824,34.0,10.0,0.3
0,random,333,-3.073170731707317,-378.0,1.0406504065040652,128.0,1.0,0.2032520325203252,25.0,10.0,0.3
0,random,339,-4.071428571428571,-513.0,1.1349206349206349,143.0,1.0,0.29365079365079366,37.0,10.0,0.3
0,random,345,-3.7045454545454546,-489.0,1.128787878787879,149.0,1.0,0.25757575757575757,34.0,10.0,0.3
0,random,351,-3.877862595419847,-508.0,1.1297709923664123,148.0,1.0,0.2748091603053435,36.0,10.0,0.3
0,random,357,-3.772357723577236,-464.0,1.008130081300813,124.0,1.0,0.2764227642276423,34.0,10.0,0.3
0,random,363,-4.1796875,-535.0,1.1328125,145.0,1.0,0.3046875,39.0,10.0,0.45
0,random,369,-3.248,-406.0,1.168,146.0,1.0,0.208,26.0,10.0,0.45
0,random,375,-3.1953125,-409.0,1.1640625,149.0,1.0,0.203125,26.0,10.0,0.45
0,random,381,-3.066666666666667,-414.0,1.2148148148148148,164.0,1.0,0.18518518518518517,25.0,10.0,0.45
0,random,387,-2.7734375,-355.0,1.1328125,145.0,1.0,0.1640625,21.0,10.0,0.45
0,random,393,-3.748031496062992,-476.0,1.2283464566929134,156.0,1.0,0.25196850393700787,32.0,10.0,0.45
0,random,399,-4.408333333333333,-529.0,1.075,129.0,1.0,0.3333333333333333,40.0,10.0,0.45
0,random,405,-3.207692307692308,-417.0,1.1307692307692307,147.0,1.0,0.2076923076923077,27.0,10.0,0.45
0,random,411,-3.5121951219512195,-432.0,1.0731707317073171,132.0,1.0,0.24390243902439024,30.0,10.0,0.45
0,random,417,-3.1968503937007875,-406.0,1.2283464566929134,156.0,1.0,0.1968503937007874,25.0,10.0,0.45
0,random,423,-4.067226890756302,-484.0,1.0420168067226891,124.0,1.0,0.3025210084033613,36.0,10.0,0.45
0,random,429,-4.396694214876033,-532.0,1.0082644628099173,122.0,1.0,0.33884297520661155,41.0,10.0,0.45
0,random,435,-3.49618320610687,-458.0,1.4351145038167938,188.0,1.0,0.20610687022900764,27.0,10.0,0.45
0,random,441,-3.423076923076923,-445.0,1.1923076923076923,155.0,1.0,0.2230769230769231,29.0,10.0,0.45
0,random,447,-3.6147540983606556,-441.0,1.0737704918032787,131.0,1.0,0.2540983606557377,31.0,10.0,0.45
0,random,453,-2.4921875,-319.0,1.0078125,129.0,1.0,0.1484375,19.0,10.0,0.45
0,random,459,-3.5546875,-455.0,1.1328125,145.0,1.0,0.2421875,31.0,10.0,0.45
0,random,465,-3.8134328358208953,-511.0,1.4253731343283582,191.0,1.0,0.23880597014925373,32.0,10.0,0.45
0,random,471,-2.9477611940298507,-395.0,1.1567164179104477,155.0,1.0,0.1791044776119403,24.0,10.0,0.45
0,random,477,-3.3629032258064515,-417.0,1.1048387096774193,137.0,1.0,0.22580645161290322,28.0,10.0,0.45
0,random,483,-3.6640625,-469.0,1.3203125,169.0,1.0,0.234375,30.0,10.0,0.8
0,random,489,-3.891304347826087,-537.0,1.210144927536232,167.0,1.0,0.26811594202898553,37.0,10.0,0.8
0,random,495,-3.0598290598290596,-358.0,1.0085470085470085,118.0,1.0,0.20512820512820512,24.0,10.0,0.8
0,random,501,-3.488372093023256,-450.0,1.0077519379844961,130.0,1.0,0.24806201550387597,32.0,10.0,0.8
0,random,507,-2.962686567164179,-397.0,1.2462686567164178,167.0,1.0,0.17164179104477612,23.0,10.0,0.8
0,curr_edge,1,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.05
0,curr_edge,517,-3.0316455696202533,-479.0,0.5,79.0,1.0,0.25316455696202533,40.0,10.0,0.8
0,curr_edge,7,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.05
0,curr_edge,523,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.8
0,curr_edge,13,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.05
0,curr_edge,529,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.8
0,curr_edge,19,-1.8291139240506329,-289.0,0.5,79.0,1.0,0.13291139240506328,21.0,10.0,0.05
0,curr_edge,535,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.8
0,curr_edge,25,-0.9430379746835443,-149.0,0.5,79.0,1.0,0.04430379746835443,7.0,10.0,0.05
0,curr_edge,541,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.8
0,curr_edge,31,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.05
0,curr_edge,547,-3.221518987341772,-509.0,0.5,79.0,1.0,0.2721518987341772,43.0,10.0,0.8
0,curr_edge,37,-3.0316455696202533,-479.0,0.5,79.0,1.0,0.25316455696202533,40.0,10.0,0.05
0,curr_edge,553,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.8
0,curr_edge,43,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.05
0,curr_edge,559,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.8
0,curr_edge,49,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.05
0,curr_edge,565,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.8
0,curr_edge,55,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.05
0,curr_edge,571,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.8
0,curr_edge,61,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.05
0,curr_edge,577,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.8
0,curr_edge,67,-3.221518987341772,-509.0,0.5,79.0,1.0,0.2721518987341772,43.0,10.0,0.05
0,curr_edge,583,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.8
0,curr_edge,73,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.05
0,curr_edge,589,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.8
0,curr_edge,79,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.05
0,curr_edge,595,-2.2721518987341773,-359.0,0.5,79.0,1.0,0.17721518987341772,28.0,10.0,0.8
0,curr_edge,85,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.05
0,curr_edge,601,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.9
0,curr_edge,91,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.05
0,curr_edge,607,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.9
0,curr_edge,97,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.05
0,curr_edge,613,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.9
0,curr_edge,103,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.05
0,curr_edge,619,-1.8291139240506329,-289.0,0.5,79.0,1.0,0.13291139240506328,21.0,10.0,0.9
0,curr_edge,109,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.05
0,curr_edge,625,-0.9430379746835443,-149.0,0.5,79.0,1.0,0.04430379746835443,7.0,10.0,0.9
0,curr_edge,115,-2.2721518987341773,-359.0,0.5,79.0,1.0,0.17721518987341772,28.0,10.0,0.05
0,curr_edge,631,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.9
0,curr_edge,121,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.15
0,curr_edge,637,-3.0316455696202533,-479.0,0.5,79.0,1.0,0.25316455696202533,40.0,10.0,0.9
0,curr_edge,127,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.15
0,curr_edge,643,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.9
0,curr_edge,133,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.15
